1.4643 -5.85 -3.34 -4.45 -23.57 -1.63 -12.78
1.4723 -5.92 -3.35 -4.48 -14.39 -1.67 -12.85
1.4804 -3.94 -3.34 -4.46 -11.08 -1.67 -12.81
1.4884 -0.21 -3.27 -4.31 -22.67 -1.68 -13.02
1.4964 -1.83 -3.12 -4.12 -28.59 -1.76 -13.40
1.5044 6.94 -2.96 -3.74 -22.45 -1.83 -13.66
1.5125 6.34 -2.73 -3.31 -16.80 -1.84 -13.73
1.5205 10.00 -2.45 -2.77 -27.32 -1.85 -14.01
1.5285 3.30 -2.14 -2.34 -31.94 -2.02 -14.54
1.5365 -1.33 -1.85 -2.04 -18.76 -2.13 -14.73
1.5446 -11.89 -1.55 -1.94 -12.35 -2.27 -14.81
1.5526 -1.29 -1.27 -1.65 -14.36 -2.35 -14.88
1.5607 -6.20 -1.04 -1.52 -12.95 -2.57 -15.07
1.5687 -6.39 -0.83 -1.41 -1.12 -2.69 -14.90
1.5767 -7.52 -0.67 -1.38 -10.75 -2.84 -14.97
1.5847 -10.83 -0.58 -1.47 0.09 -3.03 -14.85
1.5928 -12.94 -0.53 -1.66 -3.58 -3.12 -14.71
1.6008 -10.33 -0.55 -1.86 -5.99 -3.20 -14.61
1.6088 -3.24 -0.62 -1.95 2.80 -3.18 -14.25
1.6168 -3.79 -0.71 -2.07 -8.82 -3.20 -14.16
1.6249 8.37 -0.85 -2.00 1.62 -3.33 -13.97
1.6329 2.43 -0.98 -2.04 -5.27 -3.31 -13.78
1.6409 1.14 -1.14 -2.13 -6.60 -3.30 -13.63
1.6490 -2.72 -1.31 -2.31 -7.93 -3.26 -13.47
1.6570 0.82 -1.54 -2.47 -8.76 -3.17 -13.29
1.6650 -0.50 -1.75 -2.64 -8.37 -3.13 -13.15
1.6731 -8.62 -1.95 -2.96 -7.86 -3.06 -12.97
1.6811 -3.56 -2.21 -3.22 -5.45 -2.96 -12.73
1.6891 -2.66 -2.45 -3.45 -7.89 -2.86 -12.53
1.6971 -3.01 -2.71 -3.69 -17.48 -2.77 -12.55
1.7052 -8.69 -2.92 -4.00 -12.17 -2.68 -12.45
1.7132 -4.87 -3.11 -4.20 -14.98 -2.59 -12.42
1.7212 -6.67 -3.27 -4.40 -21.07 -2.56 -12.56
1.7293 -6.46 -3.37 -4.55 -22.23 -2.51 -12.70
1.7373 -1.66 -3.42 -4.54 -21.49 -2.49 -12.85
1.7453 -5.12 -3.40 -4.53 -13.52 -2.48 -12.86
1.7533 -5.81 -3.38 -4.54 -17.08 -2.49 -12.96
1.7614 -6.59 -3.37 -4.56 -25.00 -2.52 -13.23
1.7694 -2.66 -3.32 -4.48 -19.43 -2.56 -13.38
1.7775 -6.95 -3.20 -4.42 -15.25 -2.57 -13.44
1.7855 -3.38 -3.03 -4.22 -18.30 -2.65 -13.61
1.7935 -7.92 -2.78 -4.05 -16.07 -2.80 -13.81
1.8015 -2.16 -2.51 -3.75 -19.70 -2.90 -14.02
1.8095 -13.84 -2.21 -3.66 -21.55 -3.09 -14.36
1.8176 -2.50 -1.93 -3.37 -14.67 -3.24 -14.51
1.8256 -6.50 -1.65 -3.15 -19.06 -3.36 -14.72
1.8336 -4.90 -1.38 -2.92 -14.43 -3.49 -14.84
1.8416 -7.51 -1.13 -2.77 -16.00 -3.60 -14.98
1.8497 -6.21 -0.95 -2.66 -14.30 -3.76 -15.12
1.8577 -7.20 -0.79 -2.60 -17.88 -3.85 -15.26
1.8657 -14.60 -0.70 -2.74 -13.91 -3.99 -15.37
1.8738 -9.89 -0.65 -2.84 -16.62 -3.96 -15.37
1.8818 1.84 -0.68 -2.78 -0.35 -4.06 -15.17
1.8898 4.45 -0.74 -2.69 -8.04 -4.02 -14.98
1.8978 6.39 -0.84 -2.61 -13.11 -4.07 -14.99
1.9059 11.27 -0.96 -2.45 -2.36 -3.96 -14.63
1.9139 6.22 -1.08 -2.39 -10.38 -3.97 -14.55
1.9220 -0.19 -1.22 -2.48 0.25 -4.02 -14.31
1.9300 -6.38 -1.40 -2.73 0.37 -3.97 -13.97
1.9380 0.47 -1.65 -2.92 -5.40 -3.97 -13.79
1.9460 -2.97 -1.93 -3.19 -2.34 -3.90 -13.50
1.9541 -4.67 -2.24 -3.52 -4.15 -3.80 -13.21
1.9621 -4.53 -2.57 -3.87 -3.30 -3.64 -12.86
1.9701 0.31 -2.90 -4.11 -7.17 -3.51 -12.62
1.9782 -4.40 -3.25 -4.46 -9.39 -3.45 -12.50
1.9863 -7.61 -3.58 -4.85 -11.17 -3.33 -12.35
1.9943 -1.17 -3.90 -5.08 -12.35 -3.16 -12.18
2.0024 -1.03 -4.16 -5.26 -16.73 -3.09 -12.21
2.0104 -0.45 -4.35 -5.35 -13.54 -2.96 -12.10
2.0184 2.00 -4.47 -5.33 -20.74 -2.91 -12.23
2.0265 0.31 -4.53 -5.26 -20.56 -2.90 -12.38
2.0345 3.97 -4.52 -5.08 -19.26 -2.85 -12.48
2.0425 -1.30 -4.47 -4.95 -17.48 -2.82 -12.54
2.0505 -3.08 -4.41 -4.86 -18.55 -2.82 -12.67
2.0586 -3.32 -4.33 -4.74 -14.43 -2.81 -12.69
2.0666 -5.80 -4.18 -4.62 -23.55 -2.82 -12.92
2.0746 -5.97 -4.03 -4.50 -26.41 -2.84 -13.21
2.0827 -0.03 -3.86 -4.24 -21.78 -2.93 -13.46
2.0907 -1.85 -3.66 -4.00 -29.03 -2.98 -13.83
2.0988 -0.85 -3.44 -3.72 -19.26 -3.11 -14.06
2.1068 -12.06 -3.13 -3.58 -9.56 -3.21 -14.07
2.1148 0.78 -2.82 -3.19 -16.82 -3.35 -14.27
2.1230 -10.96 -2.52 -3.05 -20.80 -3.53 -14.57
2.1310 -9.48 -2.22 -2.89 -8.14 -3.59 -14.50
2.1390 2.62 -1.98 -2.54 -19.61 -3.65 -14.67
2.1470 -2.37 -1.71 -2.27 -15.89 -3.81 -14.84
2.1551 -9.32 -1.46 -2.17 -12.98 -3.95 -14.95
2.1631 -5.98 -1.28 -2.07 -9.42 -4.14 -15.02
2.1711 -4.64 -1.13 -1.97 -16.26 -4.26 -15.16
2.1791 -8.46 -0.97 -1.95 -2.98 -4.32 -14.98
2.1872 -7.02 -0.90 -1.98 -16.54 -4.55 -15.23
2.1952 4.25 -0.88 -1.84 -1.30 -4.63 -15.03
2.2032 4.44 -0.93 -1.76 -12.07 -4.82 -15.16
2.2113 12.06 -1.01 -1.56 -15.10 -4.97 -15.30
2.2193 4.39 -1.15 -1.58 -9.84 -5.09 -15.31
2.2274 2.05 -1.25 -1.61 -10.54 -4.92 -15.05
2.2354 4.79 -1.41 -1.63 -0.96 -4.98 -14.83
2.2434 5.94 -1.58 -1.65 -7.12 -4.90 -14.60
2.2514 1.39 -1.81 -1.81 0.21 -4.91 -14.31
2.2595 -0.18 -2.04 -2.01 -10.89 -4.85 -14.18
2.2675 2.79 -2.32 -2.18 -9.52 -4.78 -14.02
2.2755 3.08 -2.62 -2.37 -9.94 -4.75 -13.91
2.2835 -1.24 -2.93 -2.65 -6.94 -4.68 -13.70
2.2916 -2.71 -3.25 -2.96 -8.13 -4.63 -13.54
2.2996 -2.45 -3.57 -3.27 -11.22 -4.54 -13.40
